5.1141,2.3142,1.6714,1
4.0152,-0.90181,1.2493,1
3.1028,0.02128,0.65037,1
4.4625,-1.984,1.7487,1
6.3482,0.8714,3.2512,1
1.6096,0.78435,-0.37733,1
4.8472,1.5119,1.811,1
6.7495,-2.3635,3.6733,1
1.8232,0.41488,-0.50082,1
6.4967,-1.2627,3.3948,1
6.5278,-0.42758,3.3866,1
3.0275,1.0662,0.41657,1
1.6358,0.037015,-0.22744,1
5.9685,-0.14334,2.8578,1
6.8073,1.2866,3.206,1
6.2945,2.9656,2.714,1
6.7058,-0.82333,3.5594,1
2.3567,-2.67,0.23036,1
6.3055,-1.7971,3.169,1
3.7031,-1.7902,1.6076,1
3.7447,-1.3192,1.1183,1
1.5209,0.49532,-0.52624,1
7.4601,-3.2087,4.3447,1
5.3914,0.45677,2.5075,1
7.2441,-1.0119,3.8927,1
8.3787,2.3462,3.8888,1
2.4571,-1.8135,0.13745,1
6.4378,0.21417,3.1469,1
4.9715,-1.6012,2.1964,1
7.0443,-0.87485,3.9634,1
7.4769,-0.096391,4.1132,1
6.8346,-0.13291,3.4822,1
3.1718,-1.15,0.75872,1
4.7172,1.8825,1.3249,1
5.5906,1.0199,2.6414,1
12.063,4.1491,6.9022,1
7.7428,-0.088394,3.8267,1
10.189,2.5435,5.7122,1
5.9268,-3.4463,3.0947,1
5.4737,1.154,2.1373,1
6.3711,0.82475,3.0265,1
3.8199,-0.80264,1.08,1
7.7763,1.5732,3.7025,1
4.6475,1.4457,1.2863,1
1.9285,1.3308,-0.52578,1
6.9473,0.98774,3.2593,1
1.4927,0.53291,-0.63511,1
0.87613,-1.7256,-1.1735,1
5.6449,-1.7754,2.6474,1
2.8737,-0.75357,0.22847,1
2.9635,0.032689,0.75641,1
4.6379,1.5693,1.5352,1
3.9068,-1.4997,1.5406,1
4.5018,-0.90358,1.8043,1
5.6084,5.1523,2.0447,1
2.3871,-1.4264,-0.0075342,1
2.2625,2.888,-0.17697,1
0.30542,0.9801,-1.4141,1
4.1274,-1.0724,1.1162,1
6.4854,0.026434,3.09,1
3.4297,-0.58638,0.77068,1
6.121,0.96354,2.7669,1
6.2082,2.4955,2.499,1
7.2154,-2.4799,3.9911,1
7.2123,3.7572,3.3577,1
3.4597,1.1093,0.75532,1
3.0841,-1.2033,0.66516,1
5.1082,-0.19952,1.8911,1
3.5133,0.30221,0.85344,1
